ItemNumber,StockNow,ChangeQty,StockChangeDateTime,ChangeSource,ItemImageId
"PC135365","6","1","2016-07-14 15:59:14","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC132484","1","1","2016-07-14 15:59:03","DIRECT ADJUSTMENT BY Devan","82de9b59-3e6f-445b-8d12-ba74e158dfe7"
"PC135365","5","1","2016-07-14 15:58:40","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","5","1","2016-07-14 15:58:40","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC106616","27","1","2016-07-14 15:57:35","DIRECT ADJUSTMENT BY Lauren","24107680-85e3-4c8c-b91f-93d0fe90cd37"
"PC135365","4","1","2016-07-14 15:57:27","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","4","1","2016-07-14 15:57:27","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC125533","1","1","2016-07-14 15:57:22","DIRECT ADJUSTMENT","ab9a6372-52f2-4d29-911b-d1a1d4d44258"
"PC125533","1","1","2016-07-14 15:57:22","DIRECT ADJUSTMENT","f584cc1d-613f-4797-8d73-e5864ca548c7"
"PC106569","28","1","2016-07-14 15:56:32","DIRECT ADJUSTMENT BY Lauren","b651f286-e1a1-4952-aaf8-62bf201c9303"
"PC135365","3","1","2016-07-14 15:56:31","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","3","1","2016-07-14 15:56:31","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC135365","2","1","2016-07-14 15:55:30","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","2","1","2016-07-14 15:55:30","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC102476","4","1","2016-07-14 15:54:29","DIRECT ADJUSTMENT BY Devan","34c91556-fa68-44b0-99e7-854218d16096"
"PC135365","1","1","2016-07-14 15:54:14","DIRECT ADJUSTMENT BY Donald","d52d296c-609b-46a7-9ba1-4df9578037c9"
"PC135365","1","1","2016-07-14 15:54:14","DIRECT ADJUSTMENT BY Donald","6235c8f4-c935-45d1-af29-79a6497af777"
"PC136279","12","1","2016-07-14 15:53:30","DIRECT ADJUSTMENT BY Lauren","80de1b55-83c4-49ac-8537-43019ab672ef"
"PC102473","5","1","2016-07-14 15:52:16","DIRECT ADJUSTMENT BY Devan","c877f3f5-37f3-4ca5-a9e2-dfc1a4929b06"
"PC128593","1","1","2016-07-14 15:52:12","DIRECT ADJUSTMENT","416ef219-58b8-4f13-b43b-63eef4887f18"
"PC128593","1","1","2016-07-14 15:52:12","DIRECT ADJUSTMENT","5ebb8bbd-5732-4119-a7d2-8190d966c8ed"
"PC110602","6","1","2016-07-14 15:50:23","DIRECT ADJUSTMENT BY Devan","b12d44e2-3c13-47a6-80e3-4974bdccdcd8"
"PC110602","5","1","2016-07-14 15:29:23","DIRECT ADJUSTMENT BY Devan","b12d44e2-3c13-47a6-80e3-4974bdccdcd8"
"PC123293","1","1","2016-07-14 15:28:40","DIRECT ADJUSTMENT","f47f5635-f323-438b-990b-1c73d344120b"
"PC123293","1","1","2016-07-14 15:28:40","DIRECT ADJUSTMENT","61b89ad2-08c0-456f-a65c-23ed693fd706"
"PC108216","40","1","2016-07-14 15:28:37","DIRECT ADJUSTMENT BY Lauren","2987f045-99ec-4633-9a9a-27033471fd95"
"PC108216","40","1","2016-07-14 15:28:37","DIRECT ADJUSTMENT BY Lauren","a349d5c4-b8f9-466d-8086-2d2696f45432"
"PC110404","1","1","2016-07-14 15:26:50","DIRECT ADJUSTMENT","2ffc402e-01a4-4d08-b283-429e0e73a7c5"
"PC110404","1","1","2016-07-14 15:26:50","DIRECT ADJUSTMENT","f47a5486-a22c-4f90-8568-eef38ec5f97d"
"PC127853","2","1","2016-07-14 15:25:31","DIRECT ADJUSTMENT BY Devan","8f7b0b5c-c77b-49b5-8085-adf59691cdbc"
"PC127853","2","1","2016-07-14 15:25:31","DIRECT ADJUSTMENT BY Devan","50bb0cc0-67f1-4c65-96c9-b30125ccafb0"
"PC106531","9","1","2016-07-14 15:24:41","DIRECT ADJUSTMENT BY Lauren","68d2f61a-257f-4c6d-8def-2453b58ca5d9"
"PC110504","5","1","2016-07-14 15:23:55","DIRECT ADJUSTMENT BY Donald","b6ea4304-0657-4e28-966a-f3072c07e318"
"PC106375","9","1","2016-07-14 15:23:31","DIRECT ADJUSTMENT BY Lauren","37b3321c-ad9c-4eb1-9bb8-44ab56b79b88"
"PC136449","1","1","2016-07-14 15:22:28","DIRECT ADJUSTMENT BY Devan","5bdfa9f0-3f26-48a5-bf2f-a9d59a2dc122"
"PC102335","3","1","2016-07-14 15:22:07","DIRECT ADJUSTMENT BY Donald","aabf4bcd-cb2e-44df-bf18-7ba84d68b6d0"
"PC130465","1","1","2016-07-14 15:21:09","DIRECT ADJUSTMENT BY Devan","af2f49bb-704e-4f0b-a0ce-ff176aa6088c"
"PC119672","1","1","2016-07-14 15:19:40","DIRECT ADJUSTMENT BY Devan","627342a7-3390-4668-81d4-52895789308d"
"PC106372","9","1","2016-07-14 15:17:25","DIRECT ADJUSTMENT BY Lauren","d3c2ff2f-185d-49e0-853b-5a37311fd6dd"
"PC125047","1","1","2016-07-14 15:14:54","DIRECT ADJUSTMENT BY Donald","898a45da-dad5-4f2a-bbb3-acb90d5d5325"
"PC108216","39","1","2016-07-14 15:12:39","DIRECT ADJUSTMENT BY Devan","2987f045-99ec-4633-9a9a-27033471fd95"
"PC108216","39","1","2016-07-14 15:12:39","DIRECT ADJUSTMENT BY Devan","a349d5c4-b8f9-466d-8086-2d2696f45432"
"PC136448","2","1","2016-07-14 15:10:25","DIRECT ADJUSTMENT BY Devan","32ec0041-60d2-4b10-949a-ec4f532647aa"
"PC122894","8","1","2016-07-14 15:08:12","DIRECT ADJUSTMENT BY Devan","79b4a86d-a14e-47fe-819f-7dfdb8ef2e55"
"PC122894","8","1","2016-07-14 15:08:12","DIRECT ADJUSTMENT BY Devan","e1815da6-7a91-4ada-8969-e54dd5ede279"
"PC100342","4","1","2016-07-14 15:04:12","DIRECT ADJUSTMENT BY Devan","e6ebb1ab-7334-4816-b26e-1080209fa09f"
"PC123365","6","1","2016-07-14 15:02:17","DIRECT ADJUSTMENT BY Devan","542b77ea-79f7-4f28-9d12-67c8c43b50c0"
"PC137070","5","1","2016-07-14 15:01:17","DIRECT ADJUSTMENT BY Lauren","b317c880-43e6-4127-8c69-f1a6b586a57b"
"PC132154","30","1","2016-07-14 15:00:30","DIRECT ADJUSTMENT BY Devan","2d7d3f94-8248-4561-ad14-5d4db8d04a44"
"PC114853","11","1","2016-07-14 14:59:35","DIRECT ADJUSTMENT BY Lauren","6d4c1ef5-0da8-4872-9309-0e3db299ae59"
"PC101890","3","1","2016-07-14 14:58:12","DIRECT ADJUSTMENT BY Devan","d64baec6-3a43-47c5-a3f2-07d8eb3f315f"
"PC108834","2","1","2016-07-14 14:56:41","DIRECT ADJUSTMENT BY Devan","1b07f607-6359-4ec4-a228-a0c860f1d01f"
"PC129961","1","1","2016-07-14 14:55:56","DIRECT ADJUSTMENT BY Donald","a8b593c9-f2f2-4623-8f30-26e22c84c212"
"PC135911","2","1","2016-07-14 14:52:57","DIRECT ADJUSTMENT BY Devan","256423c1-2e19-42c9-8e03-7a6616952ba2"
"PC121674","1","1","2016-07-14 14:51:42","DIRECT ADJUSTMENT",""
"PC135211","2","1","2016-07-14 14:50:13","DIRECT ADJUSTMENT BY Devan","5e7b8dc4-c529-466e-9c48-77f7d84b08f6"
"PC136448","1","1","2016-07-14 14:49:02","DIRECT ADJUSTMENT BY Donald","32ec0041-60d2-4b10-949a-ec4f532647aa"
"3346941","2","1","2016-07-14 14:48:40","DIRECT ADJUSTMENT BY Devan","2d13a2e7-5f3a-4d1f-99f0-192f08051588"
"PC130497","3","1","2016-07-14 14:47:10","DIRECT ADJUSTMENT BY Devan","bae26365-8df5-4f90-abcf-a9a01a7009c2"
"PC136146","13","1","2016-07-14 14:46:47","DIRECT ADJUSTMENT BY Donald","2931b403-8591-41db-9ad6-2163d9da1716"
"PC119076","1","1","2016-07-14 14:45:43","DIRECT ADJUSTMENT BY Devan","568c3bc3-6c6f-4fb4-964f-f7f09e88c691"
"PC107024","5","1","2016-07-14 14:42:58","DIRECT ADJUSTMENT BY Devan","c43deca2-2452-4700-8a7b-144fa150c759"
"PC100709","4","1","2016-07-14 14:40:53","DIRECT ADJUSTMENT BY Devan","4a71376e-820a-426d-a971-31e122b0dd55"
"PC136060","3","1","2016-07-14 14:38:55","DIRECT ADJUSTMENT BY Devan","ec6089c0-1110-46df-8aee-9914e26cc714"
"PC134999","12","1","2016-07-14 14:36:12","DIRECT ADJUSTMENT BY Lauren","d20f680e-6176-4c49-9ccb-ace0ee0a5b58"
"PC108908","5","1","2016-07-14 14:35:57","DIRECT ADJUSTMENT BY Devan","6905aae4-b621-40d5-99e2-6dcf87fd6e2c"
"PC119380","7","1","2016-07-14 14:34:56","DIRECT ADJUSTMENT BY Devan","86a782d4-efc0-404c-8768-c87129cc7500"
"PC136981","1","1","2016-07-14 14:33:39","DIRECT ADJUSTMENT","fd84425e-e07b-4756-9728-0e4e6b6a0456"
"PC136981","1","1","2016-07-14 14:33:39","DIRECT ADJUSTMENT","b3ed077f-61b6-44fe-896f-7c2fec378589"
"PC107281","4","1","2016-07-14 14:32:36","DIRECT ADJUSTMENT BY Donald","a5962a06-8550-4205-95e1-dc57ea618f63"
"PC107287","4","1","2016-07-14 14:31:26","DIRECT ADJUSTMENT BY Donald","a668a38d-112e-41cd-8153-098232470b11"
"PC107287","4","1","2016-07-14 14:31:26","DIRECT ADJUSTMENT BY Donald","31846867-52ae-454e-a0fc-bc95ff62b5a5"
"PC100971","8","1","2016-07-14 14:30:10","DIRECT ADJUSTMENT BY Lauren","d8cd46cd-e5cb-4743-979f-16bce76449bf"
"PC107296","2","1","2016-07-14 14:29:47","DIRECT ADJUSTMENT BY Donald","e36a6833-babc-4b03-82f7-5230eb3faffa"
"PC107296","2","1","2016-07-14 14:29:47","DIRECT ADJUSTMENT BY Donald","e1bdc9cf-c58c-4cd8-8fb4-f5c66547650f"
"PC117706","2","1","2016-07-14 14:29:38","DIRECT ADJUSTMENT BY Devan","899af267-cd67-4b5f-852b-894238b7e54d"
"PC107300","2","1","2016-07-14 14:28:29","DIRECT ADJUSTMENT BY Donald","a430e5f7-8914-4625-9ad1-985b105be359"
"PC109341","1","1","2016-07-14 14:26:54","DIRECT ADJUSTMENT","232f57f0-0aa7-4048-8e78-03842409394f"
"PC109341","1","1","2016-07-14 14:26:54","DIRECT ADJUSTMENT","8e287357-f39d-4335-bb2a-d34f068788bf"
"PC129841","1","1","2016-07-14 14:25:06","DIRECT ADJUSTMENT","54dcd021-b365-4383-b077-737376cf9adc"
"PC129841","1","1","2016-07-14 14:25:06","DIRECT ADJUSTMENT","20ef9b12-e6af-493c-8ad0-8a2f01cbfbe3"
"PC100777","4","1","2016-07-14 14:24:39","DIRECT ADJUSTMENT BY Devan","b6af75ad-b8ba-453b-8416-3b140c1a30f2"
"PC100778","1","1","2016-07-14 14:23:03","DIRECT ADJUSTMENT BY Devan","4f6714ef-d8fe-428e-a3fe-11ffb03ea676"
"PC135293","1","1","2016-07-14 14:22:55","DIRECT ADJUSTMENT BY Donald","3cc712a8-97a1-4d24-a1e8-5a360d7bdc89"
"PC109549","3","1","2016-07-14 14:21:40","DIRECT ADJUSTMENT BY Devan","8738e3ae-6dec-4ada-92bb-390c796e2dd1"
"PC135841","1","1","2016-07-14 14:20:51","DIRECT ADJUSTMENT BY Donald","5cc29f3c-be22-4dcd-98e8-9e1b3ec627ef"
"PC102992","7","1","2016-07-14 14:19:16","DIRECT ADJUSTMENT BY Lauren","8b3218b7-6c52-4d30-8570-11fa201ba1f5"
"PC132154","29","1","2016-07-14 14:18:56","DIRECT ADJUSTMENT BY Devan","2d7d3f94-8248-4561-ad14-5d4db8d04a44"
"PC123365","5","1","2016-07-14 14:17:33","DIRECT ADJUSTMENT BY Devan","542b77ea-79f7-4f28-9d12-67c8c43b50c0"
"PC102804","1","1","2016-07-14 14:16:23","DIRECT ADJUSTMENT",""
"PC131309","1","1","2016-07-14 14:16:19","DIRECT ADJUSTMENT BY Donald","8e231519-136c-4682-920f-e270a5fb02e6"
"PC100590","1","1","2016-07-14 14:15:01","DIRECT ADJUSTMENT BY Devan","b1e78968-f1a2-45af-b29c-7c6dd04bdef3"
"PC100590","1","1","2016-07-14 14:15:01","DIRECT ADJUSTMENT BY Devan","a4d44555-1fcb-4f69-bd29-8254ffa4315a"
"PC100590","1","1","2016-07-14 14:15:01","DIRECT ADJUSTMENT BY Devan","51ca9cad-ae39-41cd-8499-e11afbb87169"
"PC100590","1","1","2016-07-14 14:15:01","DIRECT ADJUSTMENT BY Devan","6c5c0df5-ac3d-4c5f-a873-e88b4d3b3a77"
"PC111495","1","1","2016-07-14 14:14:07","DIRECT ADJUSTMENT",""
"PC118567","1","1","2016-07-14 14:13:48","DIRECT ADJUSTMENT","f873034e-9831-405b-a5f5-05df98321dc0"
"PC118567","1","1","2016-07-14 14:13:48","DIRECT ADJUSTMENT","e04387de-874c-4106-80ef-b5e43866bced"
"PC111019","1","1","2016-07-14 14:11:49","DIRECT ADJUSTMENT BY Donald","c9a20be8-1f1c-4d49-8433-9a2b8cb62044"
"PC112498","1","1","2016-07-14 14:11:31","DIRECT ADJUSTMENT","87aa857c-7b12-424a-ab8c-48ed3033d048"
"PC112498","1","1","2016-07-14 14:11:31","DIRECT ADJUSTMENT","b2bee0e2-1f76-4f22-866e-74511f8aff61"
"PC110747","2","1","2016-07-14 14:10:28","DIRECT ADJUSTMENT BY Devan","157877e4-2793-44ab-92cd-2419a3232c40"
"PC110747","2","1","2016-07-14 14:10:28","DIRECT ADJUSTMENT BY Devan","219114e6-8754-4574-b4d3-85b834743982"
"PC100342","3","1","2016-07-14 14:08:23","DIRECT ADJUSTMENT BY Devan","e6ebb1ab-7334-4816-b26e-1080209fa09f"
"PC136152","2","1","2016-07-14 14:08:05","DIRECT ADJUSTMENT BY Donald","8901d250-503a-4259-9977-c81367925228"
"PC100342","2","1","2016-07-14 14:07:44","DIRECT ADJUSTMENT BY Devan","e6ebb1ab-7334-4816-b26e-1080209fa09f"
"PC132154","28","1","2016-07-14 14:04:43","DIRECT ADJUSTMENT BY Devan","2d7d3f94-8248-4561-ad14-5d4db8d04a44"
"PC123365","4","1","2016-07-14 14:00:18","DIRECT ADJUSTMENT BY Devan","542b77ea-79f7-4f28-9d12-67c8c43b50c0"
"PC101415","10","1","2016-07-14 13:57:42","DIRECT ADJUSTMENT BY Donald","a9ed4ff7-a981-4dba-8d0b-8b70ea10c1cd"
"PC101413","7","1","2016-07-14 13:56:36","DIRECT ADJUSTMENT BY Donald","46fbf70e-52d1-469c-94bf-6d169a481670"
"PC109957","1","1","2016-07-14 13:53:53","DIRECT ADJUSTMENT BY Donald","191f3a73-f879-431f-9d76-6e550bd258be"
"PC123365","3","1","2016-07-14 13:44:15","DIRECT ADJUSTMENT BY Donald","542b77ea-79f7-4f28-9d12-67c8c43b50c0"
"PC100342","1","1","2016-07-14 13:42:30","DIRECT ADJUSTMENT BY Donald","e6ebb1ab-7334-4816-b26e-1080209fa09f"
"PC131503","1","1","2016-07-14 13:42:29","DIRECT ADJUSTMENT BY Devan","3562e0e6-8a58-44b6-81f7-76b136f8f9e2"
"PC132154","27","1","2016-07-14 13:40:30","DIRECT ADJUSTMENT BY Donald","2d7d3f94-8248-4561-ad14-5d4db8d04a44"
"PC113456","3","1","2016-07-14 13:40:28","DIRECT ADJUSTMENT BY Devan","4a79ef89-63b2-437f-8fe4-d6f00c18953e"
"PC113456","3","1","2016-07-14 13:40:28","DIRECT ADJUSTMENT BY Devan","932eb340-1f03-42a5-89a7-f8fc0f167269"
"PC133373","2","1","2016-07-14 13:37:22","DIRECT ADJUSTMENT BY Devan","29114437-3dfc-4043-a8aa-253c26044014"
"PC133373","2","1","2016-07-14 13:37:22","DIRECT ADJUSTMENT BY Devan","51393850-2984-4e27-8e1c-9489a0ff2607"
"PC138391","2","1","2016-07-14 13:33:02","DIRECT ADJUSTMENT BY Devan","4f413edf-6bf8-4308-8f31-4293678b277f"
"PC138391","2","1","2016-07-14 13:33:02","DIRECT ADJUSTMENT BY Devan","a9f1bba2-f4b0-456b-bafa-dc30f2ad4147"
"19538","53","1","2016-07-13 21:50:05","Customer Return for order 200342","9fbefd6d-e191-4d50-9534-3a032207ac6c"
"PC133498","2","1","2016-07-13 21:49:25","Customer Return for order 199915","8fa4a205-8dc9-4281-9e81-7b09682523e5"
"PC107265","3","1","2016-07-13 21:48:07","Customer Return for order 199916","8c0ecb0e-c507-4026-9b5e-c19f961a9ccc"
"PC136968","16","1","2016-07-13 21:47:10","Customer Return for order 200496","d502f0d1-5048-48c5-8f81-5486f35f6757"
"PC300155","4","1","2016-07-13 21:45:54","DIRECT ADJUSTMENT BY Katrina","bed7ede0-7288-4fd0-a9f2-dbca55a3cd73"
"PC102088","1","1","2016-07-13 21:44:00","Customer Return for order 200041","a83025e8-91f7-4f03-b94e-03f4c6a142e0"
"PC102088","1","1","2016-07-13 21:44:00","Customer Return for order 200041","f63f4b1e-c44a-4d8b-b9e6-b680358d1553"
"PC123365","2","1","2016-07-13 21:43:18","DIRECT ADJUSTMENT BY Devan","542b77ea-79f7-4f28-9d12-67c8c43b50c0"
"PC129917","1","1","2016-07-13 21:42:56","Customer Return for order 200044","3d2e4a51-a41f-4551-af1b-5dd8ce67ca99"
"PC123559","3","1","2016-07-13 21:40:53","DIRECT ADJUSTMENT BY Lauren","a423df36-fd32-4028-a9be-650084dbef30"
"PC109309","4","1","2016-07-13 21:40:47","Customer Return for order 199096","4cc9e1fe-6a3c-4fa4-84a8-0d5f056abe05"
"PC107224","10","1","2016-07-13 21:40:02","Customer Return for order 200136","984f6dd4-9e62-452c-80a9-8bc18ebe10e2"
"PC107223","10","1","2016-07-13 21:40:02","Customer Return for order 200136","5db2572e-c476-451c-bfc9-6d984b02cfc7"
"PC300248","1","1","2016-07-13 21:39:55","DIRECT ADJUSTMENT BY Katrina","1fb4c932-66eb-4202-8309-991ae630f3e3"
"PC123572","4","1","2016-07-13 21:39:11","DIRECT ADJUSTMENT BY Lauren","afb5ec4e-98fe-44e2-9ab7-70cfe5e4e82d"
"PC120986","1","1","2016-07-13 21:38:19","Customer Return for order 197469","7aa5f54e-b0bb-4e81-b82b-55f1017cf0ba"
"PC120986","1","1","2016-07-13 21:38:19","Customer Return for order 197469","4769a7be-ffcb-47db-a716-d7bae89af6fd"
"PC118832","6","1","2016-07-13 21:37:18","DIRECT ADJUSTMENT BY Lauren","49428a05-05c2-419b-b839-916110346f4d"
"PC118832","6","1","2016-07-13 21:37:18","DIRECT ADJUSTMENT BY Lauren","16273935-3896-418e-ae36-baef98413b28"
"PC300139","1","1","2016-07-13 21:37:02","DIRECT ADJUSTMENT BY Katrina","d974fbfc-d8e8-49fc-89fc-8321c3f77985"
"PC129485","2","1","2016-07-13 21:36:24","Customer Return for order 200518","136ee096-39fa-4c52-bc02-399e0f793cd6"
"PC300792","2","1","2016-07-13 21:35:17","DIRECT ADJUSTMENT BY Katrina","f724b083-fe21-41f4-b230-7d13ff85b373"
"PC138863","1","1","2016-07-13 21:34:37","Customer Return for order 200782","09fa8934-5b5a-4e71-b682-f7b69d36643b"
"PC135446","3","1","2016-07-13 21:33:39","DIRECT ADJUSTMENT BY Lauren","8fa00381-56da-49df-8d34-257b327b93be"
"PC129190","1","1","2016-07-13 21:33:26","DIRECT ADJUSTMENT BY Donald","471f5811-5546-46ab-b20c-3e3ed53cce1e"
"PC129190","1","1","2016-07-13 21:33:26","DIRECT ADJUSTMENT BY Donald","a72311d4-1d1a-4b1b-a810-406da00bb25d"
"PC900254","12","1","2016-07-13 21:33:07","Customer Return for order 197727","86710fb1-d942-45f8-a2fd-5240e75cc166"
"PC133687","1","1","2016-07-13 21:32:45","Customer Return for order 198371","623df5cf-3f3a-4662-b5a3-c74a06e6e5b0"
"PC123585","6","1","2016-07-13 21:31:29","DIRECT ADJUSTMENT BY Lauren","cb9430b4-a3fc-462c-a6ff-0c6e10378c7a"
"PC110257","7","1","2016-07-13 21:30:52","DIRECT ADJUSTMENT BY Donald","47f072c6-bdb1-4e38-a997-be461874f0c5"
"PC123549","1","1","2016-07-13 21:30:22","DIRECT ADJUSTMENT",""
"PC300884","4","1","2016-07-13 21:29:29","DIRECT ADJUSTMENT BY Katrina","53548c45-1a13-48c8-85ee-9fb68e767e58"
"PC137364","1","1","2016-07-13 21:27:33","DIRECT ADJUSTMENT BY Donald","60903551-bcc8-4b10-bc57-6122733d3bf3"
"PC137592","4","1","2016-07-13 21:27:30","DIRECT ADJUSTMENT BY Lauren","636c4383-f058-4813-ba5c-3b4539b4af4f"
"PC300047","1","1","2016-07-13 21:23:12","DIRECT ADJUSTMENT BY Katrina","1c004fe3-9ebf-441d-902a-26c672fb88c1"
"PC132156","1","1","2016-07-13 21:22:38","DIRECT ADJUSTMENT BY Donald","722029bd-53a3-429b-b3b6-315fb3109171"
"PC111524","3","1","2016-07-13 21:20:41","DIRECT ADJUSTMENT BY Lauren","a4c5c256-95b0-463e-9bb7-9a442b28ab58"
"PC111524","2","1","2016-07-13 21:20:29","DIRECT ADJUSTMENT BY Lauren","a4c5c256-95b0-463e-9bb7-9a442b28ab58"
"PC400108","4","1","2016-07-13 21:19:38","DIRECT ADJUSTMENT BY Donald","3b48106a-5daf-4bcd-a84a-c21623de72a4"
"PC400108","4","1","2016-07-13 21:19:38","DIRECT ADJUSTMENT BY Donald","9979cedf-49ef-4d57-bbaa-f3569be75161"
"PC132374","10","1","2016-07-13 21:18:20","DIRECT ADJUSTMENT BY Lauren","25b62fd2-7a85-4355-8579-e542b7344915"
"PC115561","2","1","2016-07-13 21:17:47","DIRECT ADJUSTMENT BY Donald","8f6c34fd-0134-4430-be12-43053b06e009"
"PC115561","2","1","2016-07-13 21:17:47","DIRECT ADJUSTMENT BY Donald","de1c9a60-a6c6-4479-8a44-eddaaeded831"
"PC102327","1","1","2016-07-13 21:14:55","DIRECT ADJUSTMENT BY Donald","9a47088b-af7b-4851-9110-8548ba2de870"
"PC125804","1","1","2016-07-13 21:14:37","DIRECT ADJUSTMENT",""
"PC129740","1","1","2016-07-13 21:12:54","DIRECT ADJUSTMENT BY Donald","3beabee0-188c-460d-beca-137c1aca6981"
"PC109606","1","1","2016-07-13 21:11:08","DIRECT ADJUSTMENT",""
"PC110499","5","1","2016-07-13 21:09:44","DIRECT ADJUSTMENT BY Donald","c16a8695-fa11-4ab0-a7d7-d58bc6501215"
"11226","4","1","2016-07-13 21:09:41","DIRECT ADJUSTMENT BY Lauren","507a2345-3174-45ff-8876-7cd2d43202b5"
"PC300971","1","1","2016-07-13 21:08:39","DIRECT ADJUSTMENT BY Katrina",""
"PC129246","3","1","2016-07-13 21:04:44","DIRECT ADJUSTMENT BY Donald","71995580-6c1a-4ad4-bbc2-c5137a19690f"
"PC107137","13","1","2016-07-13 21:02:19","DIRECT ADJUSTMENT BY Donald","2726e65e-f53d-4731-8b6e-d861691ad100"
"PC134939","1","1","2016-07-13 21:00:56","DIRECT ADJUSTMENT",""
"PC107138","14","1","2016-07-13 21:00:35","DIRECT ADJUSTMENT BY Donald","b77f3b4c-038c-473e-93a3-1d68775bfa2e"
"PC300393","1","1","2016-07-13 20:55:00","DIRECT ADJUSTMENT BY Katrina","60226e94-8d86-4fa7-a557-4a8ab2a276fc"
"PC107135","10","1","2016-07-13 20:54:37","DIRECT ADJUSTMENT BY Donald","0bc50412-69d1-4285-9013-0bea81d7f21a"
"PC107134","11","1","2016-07-13 20:51:36","DIRECT ADJUSTMENT BY Donald","ff74cd19-7dfe-4348-b9e6-ee5dae9babed"
"PC135240","6","1","2016-07-13 20:49:28","DIRECT ADJUSTMENT BY Donald","0e320a54-9654-4132-b7cd-f97200cde94c"
"PC300970","1","1","2016-07-13 20:49:12","DIRECT ADJUSTMENT BY Katrina",""
"PC135795","6","1","2016-07-13 20:46:35","DIRECT ADJUSTMENT BY Donald","8d56360a-6c1b-403c-96a8-1da15d29e42b"
"PC300968","1","1","2016-07-13 20:45:09","DIRECT ADJUSTMENT BY Katrina",""
"PC109207","13","1","2016-07-13 20:43:02","DIRECT ADJUSTMENT BY Donald","8d78e6f1-4d28-40a2-ae12-d95320fd74dd"
"PC300969","1","1","2016-07-13 20:41:08","DIRECT ADJUSTMENT BY Katrina",""
"PC113891","2","1","2016-07-13 20:40:22","DIRECT ADJUSTMENT BY Lauren","d01f87cd-179b-40ba-933d-7e6a09e8dbb1"
"PC114701","2","1","2016-07-13 20:37:20","DIRECT ADJUSTMENT BY Donald","2b7345c0-59e3-40fc-a40a-ca308c36d9a0"
"PC133379","1","1","2016-07-13 20:35:54","DIRECT ADJUSTMENT",""
"PC114647","2","1","2016-07-13 20:32:15","DIRECT ADJUSTMENT BY Lauren","d9bb7556-d690-411d-9343-bbff7e262c3f"
"PC114647","2","1","2016-07-13 20:32:15","DIRECT ADJUSTMENT BY Lauren","b9d1aad7-0542-452a-91c4-fc232777457a"
"PC113122","3","1","2016-07-13 20:23:54","DIRECT ADJUSTMENT BY Lauren","a1db3799-b5cc-4a1c-a350-06ff9b448a70"
"PC113122","3","1","2016-07-13 20:23:54","DIRECT ADJUSTMENT BY Lauren","08abb2a5-cf0c-4568-81d3-910938d4099c"
"PC113122","3","1","2016-07-13 20:23:54","DIRECT ADJUSTMENT BY Lauren","61a3097e-76ca-4a50-873b-d235823bb26f"
"PC131638","17","1","2016-07-13 20:21:33","DIRECT ADJUSTMENT BY Lauren","180c9138-a30a-4ec9-8d3a-8f49b3ae9e1e"
"PC300954","1","1","2016-07-13 20:19:32","DIRECT ADJUSTMENT BY Katrina","6092af38-b1ec-42f4-903f-0229134e13d6"
"PC102776","3","1","2016-07-13 20:19:00","DIRECT ADJUSTMENT BY Lauren","f5eaf039-1f94-4c7a-81bb-96af3cd20fd2"
"PC102965","2","1","2016-07-13 20:17:21","DIRECT ADJUSTMENT BY Lauren","f6b27260-7631-46d4-9bcb-25e0f0e295ef"
"PC102777","9","1","2016-07-13 20:15:43","DIRECT ADJUSTMENT BY Lauren","6c2f6c82-e360-4093-972d-114dd8db9f97"
"PC102777","9","1","2016-07-13 20:15:43","DIRECT ADJUSTMENT BY Lauren","40966d54-a23b-485d-bb19-747f7f583c27"
"PC102964","2","1","2016-07-13 20:13:45","DIRECT ADJUSTMENT BY Lauren","91c26f03-8535-4fbb-96d7-8cb444e0caa6"
"PC113623","7","1","2016-07-13 20:02:13","DIRECT ADJUSTMENT BY Donald","45b2064f-7a0f-4348-9867-7676d0046ce6"
"PC122347","2","1","2016-07-13 19:59:36","DIRECT ADJUSTMENT BY Donald","ba692acb-be10-4505-bf3f-83bf5326ad3e"
"PC131791","1","1","2016-07-13 19:57:46","DIRECT ADJUSTMENT BY Lauren","5f075e69-d446-47d6-aa69-4e2e7cb247f8"
"PC131791","1","1","2016-07-13 19:57:46","DIRECT ADJUSTMENT BY Lauren","650772ab-b8ac-4e61-a041-e18f0f9d8fd6"
"PC113605","5","1","2016-07-13 19:57:35","DIRECT ADJUSTMENT BY Donald","5fbbbe59-546b-4b92-be9c-99567f216aab"
